id,name,type,aliases
WXTV::ORG,WXTV,ORG,"[""WXTV""]"
Univision::ORG,Univision,ORG,"[""Univision""]"
Baracoa::LOC,Baracoa,LOC,"[""Baracoa""]"
Punto y Aparte::MISC,Punto y Aparte,MISC,"[""Punto y Aparte""]"
Desi Arnaz::PER,Desi Arnaz,PER,"[""Desi Arnaz""]"
Battle of Stamford Bridge::MISC,Battle of Stamford Bridge,MISC,"[""Battle of Stamford Bridge""]"
Stamford Bridge::LOC,Stamford Bridge,LOC,"[""Stamford Bridge""]"
East Riding::LOC,East Riding,LOC,"[""East Riding""]"
Yorkshire::LOC,Yorkshire,LOC,"[""Yorkshire""]"
25 September 1066::TIME,25 September 1066,TIME,"[""25 September 1066""]"
Harold Godwinson::PER,Harold Godwinson,PER,"[""Harold Godwinson""]"
Harald Hardrada::PER,Harald Hardrada,PER,"[""Harald Hardrada""]"
Tostig Godwinson::PER,Tostig Godwinson,PER,"[""Tostig"", ""Tostig Godwinson""]"
Hardrada::PER,Hardrada,PER,"[""Hardrada""]"
Norwegians::LOC,Norwegians,LOC,"[""Norwegians""]"
Viking Age::TIME,Viking Age,TIME,"[""Viking Age""]"
Sweyn Estrithson::PER,Sweyn Estrithson,PER,"[""Sweyn Estrithson""]"
1069::TIME,1069,TIME,"[""1069""]"
1070::TIME,1070,TIME,"[""1070""]"
Magnus Barefoot::PER,Magnus Barefoot,PER,"[""Magnus Barefoot""]"
1098::TIME,1098,TIME,"[""1098""]"
1102::TIME,1102,TIME,"[""1102""]"
1103::TIME,1103,TIME,"[""1103""]"
McCrate::PER,McCrate,PER,"[""John Dennis McCrate"", ""McCrate""]"
"October 1 , 1802::TIME","October 1 , 1802",TIME,"[""October 1 , 1802""]"
"September 11 , 1879::TIME","September 11 , 1879",TIME,"[""September 11 , 1879""]"
United States Representative::ORG,United States Representative,ORG,"[""United States Representative""]"
Wiscasset::LOC,Wiscasset,LOC,"[""Wiscasset""]"
"October 1, 1802::TIME","October 1, 1802",TIME,"[""October 1, 1802""]"
Bowdoin College::ORG,Bowdoin College,ORG,"[""Bowdoin College""]"
Damariscotta::LOC,Damariscotta,LOC,"[""Damariscotta""]"
Maine House of Representatives::ORG,Maine House of Representatives,ORG,"[""Maine House of Representatives""]"
Twenty - ninth Congress::ORG,Twenty - ninth Congress,ORG,"[""Twenty - ninth Congress""]"
"March 4 , 1845::TIME","March 4 , 1845",TIME,"[""March 4 , 1845""]"
"March 3 , 1847::TIME","March 3 , 1847",TIME,"[""March 3 , 1847""]"
Sutton::LOC,Sutton,LOC,"[""Sutton""]"
Erinnyis lassauxii::MISC,Erinnyis lassauxii,MISC,"[""Erinnyis lassauxii"", ""Lassaux 's sphinx""]"
Family Sphingidae::MISC,Family Sphingidae,MISC,"[""Family Sphingidae""]"
Arizona::LOC,Arizona,LOC,"[""Arizona""]"
92–105 mm::NUM,92–105 mm,NUM,"[""92–105   mm""]"
southern Florida::LOC,southern Florida,LOC,"[""southern Florida""]"
Saponaria officinalis::MISC,Saponaria officinalis,MISC,"[""Saponaria officinalis""]"
Cynanchum racemosum::MISC,Cynanchum racemosum,MISC,"[""Cynanchum racemosum""]"
papaya::MISC,papaya,MISC,"[""Carica papaya"", ""papaya""]"
Manihot esculenta::MISC,Manihot esculenta,MISC,"[""Manihot esculenta""]"
spurge Family::MISC,spurge Family,MISC,"[""Euphorbiaceae"", ""spurge Family""]"
milkweed family::MISC,milkweed family,MISC,"[""Asclepiadaceae"", ""milkweed family""]"
"February 19, 1809::TIME","February 19, 1809",TIME,"[""February 19, 1809""]"
Canino::LOC,Canino,LOC,"[""Canino""]"
"September 7 , 1827::TIME","September 7 , 1827",TIME,"[""September 7 , 1827""]"
Nafplio::LOC,Nafplio,LOC,"[""Nafplio""]"
Greek War of Independence::MISC,Greek War of Independence,MISC,"[""Greek War of Independence""]"
Lucien Bonaparte::PER,Lucien Bonaparte,PER,"[""Lucien Bonaparte""]"
Alexandrine de Bleschamp::PER,Alexandrine de Bleschamp,PER,"[""Alexandrine de Bleschamp""]"
University of Bologna::ORG,University of Bologna,ORG,"[""University of Bologna""]"
March 1827::TIME,March 1827,TIME,"[""March 1827""]"
Ionian Islands::LOC,Ionian Islands,LOC,"[""Ionian Islands""]"
August 24::TIME,August 24,TIME,"[""August 24""]"
Poros::LOC,Poros,LOC,"[""Poros""]"
Cochrane::PER,Cochrane,PER,"[""Cochrane""]"
Hellas::MISC,Hellas,MISC,"[""Hellas""]"
Spetses::LOC,Spetses,LOC,"[""Spetses"", ""Sphacteria""]"
6 September 1827::TIME,6 September 1827,TIME,"[""6 September 1827""]"
Battle of Navarino::MISC,Battle of Navarino,MISC,"[""Battle of Navarino""]"
Manager of the Year Award::MISC,Manager of the Year Award,MISC,"[""Florida State League Manager of the Year Award"", ""Manager of the Year Award""]"
Florida State League::ORG,Florida State League,ORG,"[""Florida State League""]"
Omar Malavé::PER,Omar Malavé,PER,"[""Omar Malavé""]"
Malavé::PER,Malavé,PER,"[""Malavé""]"
Four::NUM,Four,NUM,"[""Four""]"
Dunedin Blue Jays::ORG,Dunedin Blue Jays,ORG,"[""Dunedin Blue Jays""]"
Fort Myers Miracle::ORG,Fort Myers Miracle,ORG,"[""Fort Myers Miracle""]"
St. Lucie Mets::ORG,St. Lucie Mets,ORG,"[""St. Lucie Mets""]"
Tampa Yankees::ORG,Tampa Yankees,ORG,"[""Tampa Yankees""]"
Brevard County Manatees::ORG,Brevard County Manatees,ORG,"[""Brevard County Manatees""]"
Charlotte Stone Crabs::ORG,Charlotte Stone Crabs,ORG,"[""Charlotte Stone Crabs""]"
Clearwater Threshers::ORG,Clearwater Threshers,ORG,"[""Clearwater Threshers""]"
Lakeland Tigers::ORG,Lakeland Tigers,ORG,"[""Lakeland Tigers""]"
Palm Beach Cardinals::ORG,Palm Beach Cardinals,ORG,"[""Palm Beach Cardinals""]"
Toronto Blue Jays::ORG,Toronto Blue Jays,ORG,"[""Toronto Blue Jays""]"
Minnesota Twins::ORG,Minnesota Twins,ORG,"[""Minnesota Twins""]"
New York Mets::ORG,New York Mets,ORG,"[""New York Mets""]"
Milwaukee Brewers::ORG,Milwaukee Brewers,ORG,"[""Milwaukee Brewers""]"
Philadelphia Phillies::ORG,Philadelphia Phillies,ORG,"[""Philadelphia Phillies""]"
Tampa Bay Rays::ORG,Tampa Bay Rays,ORG,"[""Rays"", ""Tampa Bay Rays""]"
EQUO::ORG,EQUO,ORG,"[""EQUO"", ""Equo"", ""Q"", ""eQuo""]"
4 June 2011::TIME,4 June 2011,TIME,"[""2011"", ""4 June 2011""]"
24 September 2010::TIME,24 September 2010,TIME,"[""24 September 2010""]"
"216,748::NUM","216,748",NUM,"[""216,748""]"
0.9%::NUM,0.9%,NUM,"[""0.9%""]"
Valencian::LOC,Valencian,LOC,"[""Valencian""]"
Compromís-Q::ORG,Compromís-Q,ORG,"[""Compromís-Q""]"
Catalonia::LOC,Catalonia,LOC,"[""Catalonia""]"
European Green Party::ORG,European Green Party,ORG,"[""European Green Party""]"
Initiative for Catalonia Greens::MISC,Initiative for Catalonia Greens,MISC,"[""Initiative for Catalonia Greens""]"
20 December 2015::TIME,20 December 2015,TIME,"[""20 December 2015""]"
Podemos::ORG,Podemos,ORG,"[""Podemos""]"
Juantxo López de Uralde::PER,Juantxo López de Uralde,PER,"[""Juantxo López de Uralde""]"
Rosa Martínez::PER,Rosa Martínez,PER,"[""Rosa Martínez""]"
Jorge Luis Bail::PER,Jorge Luis Bail,PER,"[""Jorge Luis Bail""]"
DRE::ORG,DRE,ORG,"[""DRE"", ""Directorio"", ""Directorio Revolucionario Estudiantil"", ""Student Revolutionary Directorate""]"
Fulgencio Batista::PER,Fulgencio Batista,PER,"[""Fulgencio Batista""]"
Cuban Revolution::MISC,Cuban Revolution,MISC,"[""Cuban Revolution""]"
Central Intelligence Agency::ORG,Central Intelligence Agency,ORG,"[""CIA"", ""Central Intelligence Agency""]"
Lee Harvey Oswald::PER,Lee Harvey Oswald,PER,"[""Lee Harvey Oswald""]"
mid-1963::TIME,mid-1963,TIME,"[""mid-1963""]"
December 1966::TIME,December 1966,TIME,"[""December 1966""]"
OSCAR::MISC,OSCAR,MISC,"[""OSCAR"", ""Open System for CommunicAtion in Realtime""]"
AOL::ORG,AOL,ORG,"[""AOL""]"
AIM::MISC,AIM,MISC,"[""AIM""]"
ICQ::MISC,ICQ,MISC,"[""ICQ""]"
XMPP::ORG,XMPP,ORG,"[""XMPP""]"
Cerulean Studios::ORG,Cerulean Studios,ORG,"[""Cerulean Studios""]"
iChat::MISC,iChat,MISC,"[""iChat""]"
.Mac::MISC,.Mac,MISC,"["".Mac""]"
MobileMe::MISC,MobileMe,MISC,"[""MobileMe""]"
Bonjour::MISC,Bonjour,MISC,"[""Bonjour""]"
"March 6, 2006::TIME","March 6, 2006",TIME,"[""March 6, 2006""]"
AIM SDK::MISC,AIM SDK,MISC,"[""AIM SDK""]"
AIM Triton::MISC,AIM Triton,MISC,"[""AIM Triton""]"
"March 5, 2008::TIME","March 5, 2008",TIME,"[""March 5, 2008""]"
Google Talk::MISC,Google Talk,MISC,"[""Google Talk""]"
Gmail::MISC,Gmail,MISC,"[""Gmail""]"
April 1598::TIME,April 1598,TIME,"[""April 1598""]"
Calvinist::ORG,Calvinist,ORG,"[""Calvinist""]"
Protestants::ORG,Protestants,ORG,"[""Huguenots"", ""Protestant"", ""Protestants""]"
second half of the 16th century::TIME,second half of the 16th century,TIME,"[""second half of the 16th century""]"
Edict of St. Germain::MISC,Edict of St. Germain,MISC,"[""Edict of St. Germain""]"
36 years::TIME,36 years,TIME,"[""36 years""]"
Catherine de Médici::PER,Catherine de Médici,PER,"[""Catherine de Médici""]"
Massacre of Vassy::MISC,Massacre of Vassy,MISC,"[""Massacre of Vassy""]"
1 March 1562::TIME,1 March 1562,TIME,"[""1 March 1562""]"
French Wars of Religion::MISC,French Wars of Religion,MISC,"[""French Wars of Religion""]"
Edict of Fontainebleau::MISC,Edict of Fontainebleau,MISC,"[""Edict of Fontainebleau""]"
Edict of Nantes::MISC,Edict of Nantes,MISC,"[""Edict of Nantes"", ""The Edict of Nantes"", ""édit de Nantes""]"
October 1685::TIME,October 1685,TIME,"[""October 1685""]"
Loring::PER,Loring,PER,"[""Charles Morgridge Loring"", ""Loring""]"
"November 13 , 1833::TIME","November 13 , 1833",TIME,"[""November 13 , 1833""]"
"March 18 , 1922::TIME","March 18 , 1922",TIME,"[""March 18 , 1922""]"
Father of the Park System::MISC,Father of the Park System,MISC,"[""Father of the Park System""]"
Horace Cleveland::PER,Horace Cleveland,PER,"[""Horace Cleveland""]"
William W. Berry::PER,William W. Berry,PER,"[""William W. Berry""]"
Theodore Wirth::PER,Theodore Wirth,PER,"[""Theodore Wirth""]"
WTOL::ORG,WTOL,ORG,"[""WTOL""]"
Toledo::LOC,Toledo,LOC,"[""Toledo""]"
Cedar Point Road::LOC,Cedar Point Road,LOC,"[""Cedar Point Road""]"
Windsor::LOC,Windsor,LOC,"[""Windsor""]"
Essex County::LOC,Essex County,LOC,"[""Essex County""]"
Cogeco::ORG,Cogeco,ORG,"[""Cogeco""]"
WTVG::ORG,WTVG,ORG,"[""WTVG""]"
WNWO-TV::ORG,WNWO-TV,ORG,"[""WNWO-TV""]"
Raycom Media::ORG,Raycom Media,ORG,"[""Raycom Media""]"
WUPW::ORG,WUPW,ORG,"[""WUPW""]"
American Spirit Media::ORG,American Spirit Media,ORG,"[""American Spirit Media""]"
North Summit Street::LOC,North Summit Street,LOC,"[""North Summit Street""]"
Strand Street::LOC,Strand Street,LOC,"[""Strand Street""]"
Green Point::LOC,Green Point,LOC,"[""Green Point""]"
Golden Acre::LOC,Golden Acre,LOC,"[""Golden Acre""]"
Lutheran Church::LOC,Lutheran Church,LOC,"[""Lutheran Church""]"
Koopmans-de Wet House::LOC,Koopmans-de Wet House,LOC,"[""Koopmans-de Wet House""]"
Castle of Good Hope::LOC,Castle of Good Hope,LOC,"[""Castle of Good Hope""]"
Castle::LOC,Castle,LOC,"[""Castle""]"
Table Bay shore::LOC,Table Bay shore,LOC,"[""Table Bay shore""]"
Port of Cape Town::LOC,Port of Cape Town,LOC,"[""Port of Cape Town""]"
N2 freeway::LOC,N2 freeway,LOC,"[""N2 freeway""]"
New Market Street::LOC,New Market Street,LOC,"[""New Market Street""]"
Albert Street::LOC,Albert Street,LOC,"[""Albert Street""]"
Voortrekker Road::LOC,Voortrekker Road,LOC,"[""Voortrekker Road""]"
Bellville::LOC,Bellville,LOC,"[""Bellville""]"
High Level Road::LOC,High Level Road,LOC,"[""High Level Road""]"
Sea Point::LOC,Sea Point,LOC,"[""Sea Point""]"
Democrat Party::ORG,Democrat Party,ORG,"[""Democrat Party""]"
Arturo Alessandri::PER,Arturo Alessandri,PER,"[""Alessandri"", ""Arturo Alessandri""]"
Popular Front::ORG,Popular Front,ORG,"[""Popular Front""]"
Pedro Aguirre Cerda::PER,Pedro Aguirre Cerda,PER,"[""Pedro Aguirre Cerda""]"
People's Democratic Party::ORG,People's Democratic Party,ORG,"[""People's Democratic Party""]"
National Democratic Party::ORG,National Democratic Party,ORG,"[""NDP"", ""National Democratic Party""]"
PADENA::ORG,PADENA,ORG,"[""PADENA""]"
Wolters::PER,Wolters,PER,"[""Rudolf Wolters"", ""Wolters""]"
"August 3, 1903::TIME","August 3, 1903",TIME,"[""August 3, 1903""]"
"January 7 , 1983::TIME","January 7 , 1983",TIME,"[""January 7 , 1983""]"
Speer::PER,Speer,PER,"[""Albert Speer"", ""Speer""]"
Spandau::LOC,Spandau,LOC,"[""Spandau"", ""Spandau Prison""]"
Jewish Holocaust::MISC,Jewish Holocaust,MISC,"[""Jewish Holocaust""]"
Coesfeld::LOC,Coesfeld,LOC,"[""Coesfeld""]"
Technical University of Berlin::ORG,Technical University of Berlin,ORG,"[""Technical University of Berlin""]"
Reichsbahn::ORG,Reichsbahn,ORG,"[""Reichsbahn""]"
Armaments and War Production::ORG,Armaments and War Production,ORG,"[""Armaments and War Production""]"
ΛRK::MISC,ΛRK,MISC,"[""ARK : Survival Evolved"", ""ΛRK""]"
Studio Wildcard::ORG,Studio Wildcard,ORG,"[""Studio Wildcard""]"
Instinct Games::ORG,Instinct Games,ORG,"[""Instinct Games""]"
Studios::ORG,Studios,ORG,"[""Studios""]"
Virtual Basement::ORG,Virtual Basement,ORG,"[""Virtual Basement""]"
mid-2015::TIME,mid-2015,TIME,"[""mid-2015""]"
Dododex::MISC,Dododex,MISC,"[""Dododex""]"
Survival of the Fittest::MISC,Survival of the Fittest,MISC,"[""Survival of the Fittest""]"
The Center::MISC,The Center,MISC,"[""The Center""]"
Primitive Plus::MISC,Primitive Plus,MISC,"[""Primitive Plus""]"
Scorched Earth::MISC,Scorched Earth,MISC,"[""Scorched Earth""]"
Ragnarok::MISC,Ragnarok,MISC,"[""Ragnarok""]"
Aberration::MISC,Aberration,MISC,"[""Aberration""]"
Snail Games::ORG,Snail Games,ORG,"[""Snail Games""]"
ARK Park::MISC,ARK Park,MISC,"[""ARK Park""]"
PixARK::MISC,PixARK,MISC,"[""PixARK""]"
Nakiska::LOC,Nakiska,LOC,"[""Nakiska""]"
Kananaskis Country::LOC,Kananaskis Country,LOC,"[""Kananaskis Country""]"
Highway 1::LOC,Highway 1,LOC,"[""Highway 1"", ""Trans-Canada Highway""]"
Highway 40::LOC,Highway 40,LOC,"[""Highway 40"", ""Kananaskis Trail""]"
Nakiska::MISC,Nakiska,MISC,"[""Nakiska""]"
Cree::MISC,Cree,MISC,"[""Cree""]"
Mount Allan::LOC,Mount Allan,LOC,"[""Mount Allan""]"
64::NUM,64,NUM,"[""64""]"
Monster Carpet::MISC,Monster Carpet,MISC,"[""Monster Carpet""]"
Resorts of the Canadian Rockies::ORG,Resorts of the Canadian Rockies,ORG,"[""Resorts of the Canadian Rockies""]"
Fernie::LOC,Fernie,LOC,"[""Fernie""]"
Kimberley::LOC,Kimberley,LOC,"[""Kimberley""]"
Kicking Horse Mountain Resort::LOC,Kicking Horse Mountain Resort,LOC,"[""Kicking Horse Mountain Resort""]"
Mont Sainte Anne::LOC,Mont Sainte Anne,LOC,"[""Mont Sainte Anne""]"
Central Line::LOC,Central Line,LOC,"[""Central Line""]"
Sundsvall::LOC,Sundsvall,LOC,"[""Sundsvall""]"
Storlien::LOC,Storlien,LOC,"[""Storlien""]"
Meråker Line::LOC,Meråker Line,LOC,"[""Meråker Line""]"
Hell Station::LOC,Hell Station,LOC,"[""Hell Station""]"
Trondheim::LOC,Trondheim,LOC,"[""Trondheim""]"
Inland Line::LOC,Inland Line,LOC,"[""Inland Line""]"
Brunflo::LOC,Brunflo,LOC,"[""Brunflo""]"
Östersund::LOC,Östersund,LOC,"[""Östersund""]"
Ånge::LOC,Ånge,LOC,"[""Ånge""]"
Bräcke::LOC,Bräcke,LOC,"[""Bräcke""]"
Duved::LOC,Duved,LOC,"[""Duved""]"
Veolia Transport::ORG,Veolia Transport,ORG,"[""Veolia Transport""]"
Class 92::MISC,Class 92,MISC,"[""Class 92""]"
Regina::MISC,Regina,MISC,"[""Regina""]"
Utmanartåget::MISC,Utmanartåget,MISC,"[""Utmanartåget""]"
Kealoha::PER,Kealoha,PER,"[""Kealoha"", ""Pua Kele Kealoha""]"
"November 14 , 1902::TIME","November 14 , 1902",TIME,"[""November 14 , 1902""]"
"August 29 , 1989::TIME","August 29 , 1989",TIME,"[""August 29 , 1989""]"
Warren Kealoha::PER,Warren Kealoha,PER,"[""Warren Kealoha""]"
1920 Summer Olympics::MISC,1920 Summer Olympics,MISC,"[""1920 Summer Olympics""]"
Antwerp::LOC,Antwerp,LOC,"[""Antwerp""]"
4×200-meter::NUM,4×200-meter,NUM,"[""4×200-meter""]"
Perry McGillivray::PER,Perry McGillivray,PER,"[""Perry McGillivray""]"
Norman Ross::PER,Norman Ross,PER,"[""Norman Ross""]"
Duke Kahanamoku::PER,Duke Kahanamoku,PER,"[""Duke Kahanamoku"", ""Kahanamoku""]"
100-meter::NUM,100-meter,NUM,"[""100-meter""]"
Molokai::LOC,Molokai,LOC,"[""Molokai""]"
Oahu::LOC,Oahu,LOC,"[""Oahu""]"
Maria Ludovica::PER,Maria Ludovica,PER,"[""Maria Ludovica"", ""Marilù""]"
Parolini::PER,Parolini,PER,"[""Parolini""]"
Cahiers du cinéma::LOC,Cahiers du cinéma,LOC,"[""Cahiers du cinéma""]"
French New Wave::MISC,French New Wave,MISC,"[""French New Wave""]"
Jean-Luc Godard::PER,Jean-Luc Godard,PER,"[""Jean-Luc Godard""]"
François Truffaut::PER,François Truffaut,PER,"[""François Truffaut""]"
Jacques Rivette::PER,Jacques Rivette,PER,"[""Jacques Rivette""]"
Agnès Varda::PER,Agnès Varda,PER,"[""Agnès Varda""]"
New Wave::MISC,New Wave,MISC,"[""New Wave""]"
Jean Rouch::PER,Jean Rouch,PER,"[""Jean Rouch""]"
Edgar Morin::PER,Edgar Morin,PER,"[""Edgar Morin""]"
Chronique d'un été::MISC,Chronique d'un été,MISC,"[""Chronique d'un été""]"
Pier Paolo Pasolini::PER,Pier Paolo Pasolini,PER,"[""Pier Paolo Pasolini""]"
Bernardo Bertolucci::PER,Bernardo Bertolucci,PER,"[""Bernardo Bertolucci""]"
Jean-Marie Straub::PER,Jean-Marie Straub,PER,"[""Danièle Huillet"", ""Jean-Marie Straub""]"
Rivette::PER,Rivette,PER,"[""Rivette""]"
L'amour fou::MISC,L'amour fou,MISC,"[""L'amour fou""]"
Duelle::MISC,Duelle,MISC,"[""Duelle""]"
Noroît::MISC,Noroît,MISC,"[""Noroît""]"
L'amica delle rondini::MISC,L'amica delle rondini,MISC,"[""L'amica delle rondini""]"
Friend of the Swallows::MISC,Friend of the Swallows,MISC,"[""Friend of the Swallows""]"
Siebken::PER,Siebken,PER,"[""Bernhard Siebken"", ""Siebken""]"
4 April 1910::TIME,4 April 1910,TIME,"[""4 April 1910""]"
20 January 1949::TIME,20 January 1949,TIME,"[""1949"", ""20 January 1949""]"
Leibstandarte SS Adolf Hitler::ORG,Leibstandarte SS Adolf Hitler,ORG,"[""LSSAH"", ""Leibstandarte SS Adolf Hitler""]"
Eastern Front::LOC,Eastern Front,LOC,"[""Eastern Front""]"
Seibken::PER,Seibken,PER,"[""Seibken""]"
2nd Battalion::ORG,2nd Battalion,ORG,"[""2nd Battalion""]"
26th SS Panzer Grenadier Regiment::ORG,26th SS Panzer Grenadier Regiment,ORG,"[""26th SS Panzer Grenadier Regiment""]"
25th SS Panzer Grenadier Regiment::ORG,25th SS Panzer Grenadier Regiment,ORG,"[""25th SS Panzer Grenadier Regiment""]"
SS Division Hitlerjugend::ORG,SS Division Hitlerjugend,ORG,"[""SS Division Hitlerjugend""]"
Knight 's Cross of the Iron Cross::MISC,Knight 's Cross of the Iron Cross,MISC,"[""Knight 's Cross of the Iron Cross""]"
17 April 1945::TIME,17 April 1945,TIME,"[""17 April 1945""]"
26th Panzer Grenadier Regiment of the LSSAH::ORG,26th Panzer Grenadier Regiment of the LSSAH,ORG,"[""26th Panzer Grenadier Regiment of the LSSAH""]"
Hamelin::LOC,Hamelin,LOC,"[""Hamelin""]"
Waffen-SS::ORG,Waffen-SS,ORG,"[""Waffen-SS""]"
HIAG::ORG,HIAG,ORG,"[""HIAG""]"
Medical Center::LOC,Medical Center,LOC,"[""Medical Center""]"
Washington Metro::LOC,Washington Metro,LOC,"[""Washington Metro""]"
"August 25, 1984::TIME","August 25, 1984",TIME,"[""August 25, 1984""]"
WMATA::ORG,WMATA,ORG,"[""WMATA"", ""Washington Metropolitan Area Transit Authority""]"
Red Line::LOC,Red Line,LOC,"[""Red Line""]"
National Institutes of Health::ORG,National Institutes of Health,ORG,"[""National Institutes of Health""]"
Walter Reed National Military Medical Center::LOC,Walter Reed National Military Medical Center,LOC,"[""Walter Reed National Military Medical Center""]"
Rockville Pike::LOC,Rockville Pike,LOC,"[""Rockville Pike""]"
South Drive::LOC,South Drive,LOC,"[""South Drive""]"
Van Ness – UDC station::LOC,Van Ness – UDC station,LOC,"[""Van Ness – UDC station""]"
Friendship Heights::LOC,Friendship Heights,LOC,"[""Friendship Heights""]"
Grosvenor::LOC,Grosvenor,LOC,"[""Grosvenor""]"
Tenleytown::LOC,Tenleytown,LOC,"[""Tenleytown""]"
Montgomery County::LOC,Montgomery County,LOC,"[""Montgomery County""]"
$20 million::NUM,$20 million,NUM,"[""$20 million""]"
Walter Reed Medical Center::LOC,Walter Reed Medical Center,LOC,"[""Walter Reed Medical Center""]"
Walter Reed::LOC,Walter Reed,LOC,"[""Walter Reed""]"
MD 355::LOC,MD 355,LOC,"[""MD 355""]"
$68 million::NUM,$68 million,NUM,"[""$68 million""]"
late 2021::TIME,late 2021,TIME,"[""late 2021""]"
Susanne Jonah - Lynn Georgi Puigcercós::PER,Susanne Jonah - Lynn Georgi Puigcercós,PER,"[""Georgi"", ""Susanne"", ""Susanne Georgi"", ""Susanne Jonah - Lynn Georgi Puigcercós""]"
27 July 1976::TIME,27 July 1976,TIME,"[""27 July 1976""]"
Sjølund::LOC,Sjølund,LOC,"[""Sjølund""]"
Andorra::LOC,Andorra,LOC,"[""Andorra""]"
Me & My::ORG,Me & My,ORG,"[""Me & My""]"
Eurovision Song Contest 2007::MISC,Eurovision Song Contest 2007,MISC,"[""Eurovision Song Contest 2007""]"
MySpace::ORG,MySpace,ORG,"[""MySpace""]"
10 September 2011::TIME,10 September 2011,TIME,"[""10 September 2011""]"
Catalan::MISC,Catalan,MISC,"[""Catalan""]"
Dolleman Island::LOC,Dolleman Island,LOC,"[""Dolleman Island""]"
Cape Boggs::LOC,Cape Boggs,LOC,"[""Cape Boggs""]"
Palmer Land::LOC,Palmer Land,LOC,"[""Palmer Land""]"
East Base::LOC,East Base,LOC,"[""East Base""]"
US Antarctic Service::ORG,US Antarctic Service,ORG,"[""US Antarctic Service""]"
S - Sgt::MISC,S - Sgt,MISC,"[""S - Sgt""]"
Dolleman::PER,Dolleman,PER,"[""Dolleman"", ""Hendrik ( Henry ) Dolleman""]"
20 - 03 - 1905::TIME,20 - 03 - 1905,TIME,"[""20 - 03 - 1905""]"
Deventer::LOC,Deventer,LOC,"[""Deventer""]"
the United States Air Force::ORG,the United States Air Force,ORG,"[""the United States Air Force""]"
Richard E. Byrd::PER,Richard E. Byrd,PER,"[""Richard E. Byrd""]"
Deep Freeze expeditions::MISC,Deep Freeze expeditions,MISC,"[""Deep Freeze expeditions""]"
Westover Field::LOC,Westover Field,LOC,"[""Westover Field""]"
Soldier 's Medal::MISC,Soldier 's Medal,MISC,"[""Soldier 's Medal""]"
Lambda Archives of San Diego::MISC,Lambda Archives of San Diego,MISC,"[""Lambda Archives of San Diego""]"
LGBT::MISC,LGBT,MISC,"[""LGBT""]"
Jess Jessop::PER,Jess Jessop,PER,"[""Jess Jessop""]"
Lesbian and Gay Archives of San Diego::MISC,Lesbian and Gay Archives of San Diego,MISC,"[""Lesbian and Gay Archives of San Diego""]"
Doug Moore::PER,Doug Moore,PER,"[""Doug Moore""]"
Lambda Archives’::ORG,Lambda Archives’,ORG,"[""Lambda Archives’""]"
San Diego County::LOC,San Diego County,LOC,"[""San Diego County""]"
Tijuana::LOC,Tijuana,LOC,"[""Tijuana""]"
Baja California::LOC,Baja California,LOC,"[""Baja California""]"
Lambda Archives::ORG,Lambda Archives,ORG,"[""Lambda Archives""]"
Board of Directors::ORG,Board of Directors,ORG,"[""Board of Directors""]"
